Iteration,FP32 Input,Custom Input,FP32 Result,Custom Result,Absolute Error,Relative Error (%)
1,1.2345,1.2345000505447388,1.23482345,1.2348235845565796,1.345565796562198e-07,1.089682736882101e-05
100,1.2666789641429927,1.2666822671890259,1.267005632039407,1.2670090198516846,3.3878122775998776e-06,0.0002673873100427156
200,1.299507983898534,1.2995147705078125,1.2998379346969238,1.299844741821289,6.807124365293404e-06,0.0005236902373433643
300,1.3326669242094584,1.3326770067214966,1.3330001909018794,1.3330103158950806,1.0124993201188204e-05,0.0007595642724055313
400,1.3661591006658664,1.3661725521087646,1.366495716575933,1.366509199142456,1.348256652300428e-05,0.0009866526736569603
500,1.3999878621784154,1.4000047445297241,1.4003278609646332,1.400344729423523,1.6868458889707227e-05,0.001204607817921096
600,1.4341565913131866,1.4341769218444824,1.434500006972318,1.4345203638076782,2.03568353602801e-05,0.001419089247914722
700,1.4686687046299052,1.468692660331726,1.469015571500368,1.4690395593643188,2.3987863950747368e-05,0.0016329210129643174
800,1.503527653023568,1.503555178642273,1.5038780057888703,1.5039055347442627,2.752895539237521e-05,0.001830531152554139
900,1.538736922069499,1.5387681722640991,1.539090795761706,1.5391221046447754,3.130888306945856e-05,0.002034245358082568
1000,1.5743000323718803,1.574334740638733,1.5746574623751175,1.5746922492980957,3.478692297820274e-05,0.0022091739828757587
1100,1.6102205399157719,1.610258936882019,1.6105815619697634,1.6106200218200684,3.845985030492827e-05,0.0023879480066747653
1200,1.6465020364226834,1.646544098854065,1.6468666866263257,1.6469087600708008,4.2073444475043686e-05,0.0025547571528836297
1300,1.6831481497097136,1.6831938028335571,1.6835164645246845,1.683562159538269,4.569501358453465e-05,0.0027142599759151123
1400,1.7201625440522965,1.7202119827270508,1.7205345603067017,1.7205840349197388,4.9474613037059356e-05,0.002875537299770371
1500,1.7575489205505932,1.7576022148132324,1.7579246754426483,1.7579779624938965,5.3287051248185335e-05,0.0030312476975026003
1600,1.7953110174995757,1.7953681945800781,1.7956905486013255,1.7957477569580078,5.72083566823256e-05,0.003185869454338084
1700,1.833452610762814,1.8335137367248535,1.8338359560238902,1.8338971138000488,6.115777615867124e-05,0.0033349643929587404
1800,1.8719775141500314,1.8720426559448242,1.8723647119014464,1.8724298477172852,6.513581583877937e-05,0.003478799585612349
1900,1.9108895797984502,1.9109586477279663,1.91128066875643,1.9113497734069824,6.910465055232073e-05,0.0036156202321286227
2000,1.9501926985579734,1.950265645980835,1.9505877178278292,1.9506607055664062,7.298773857700169e-05,0.003741833187501083
2100,1.9898908003802256,1.9899682998657227,1.9902897894602636,1.9903672933578491,7.750389758554022e-05,0.0038941011502931994
2200,2.0299878547115187,2.030069589614868,2.0303908534969897,2.03047251701355,8.16635165601376e-05,0.004022058926215443
2300,2.0704878708897603,2.0705738067626953,2.0708949196768494,2.0709807872772217,8.586760037232466e-05,0.004146400648166339
2400,2.111394898545349,2.111485004425049,2.1118060380352035,2.111896276473999,9.023843879552018e-05,0.004273045780259102
2500,2.1527130280061013,2.1528074741363525,2.153128299308902,2.1532227993011475,9.449999224564465e-05,0.004388962435539799
2600,2.1944463907062466,2.194545030593872,2.194865835345317,2.1949644088745117,9.857352919473428e-05,0.0044910958841922
2700,2.236599159599524,2.2367024421691895,2.2370228195154835,2.237126111984253,0.00010329246876938925,0.004617407916820506
2800,2.2791755495764594,2.279283046722412,2.279603467131417,2.2797110080718994,0.00010754094048248675,0.004717528378644422
2900,2.322179817885796,2.322291851043701,2.322612035867585,2.3227241039276123,0.00011206806002750369,0.004825087371324242
